Nickname,Name,Weight Class,Record
"""The Tiger""",Bruno Souza,"""The Tiger""",10-3-0 (W-L-D)
,Willian Souza,Bantamweight,0-0-0 (W-L-D)
,Kevin Souza,Featherweight,19-4-0 (W-L-D)
"""Jacare""",Ronaldo Souza,"""Jacare""",26-10-0 (W-L-D)
,Andreas Spang,Heavyweight,0-0-0 (W-L-D)
"""The Kiss""",Chris Spang,"""The Kiss""",5-2-0 (W-L-D)
"""Superman""",Ryan Spann,"""Superman""",21-10-0 (W-L-D)
"""The Farmboy""",Tommy Speer,"""The Farmboy""",9-3-0 (W-L-D)
,Sean Spencer,Welterweight,12-6-0 (W-L-D)
"""Zebrinha""",Eric Spicely,"""Zebrinha""",12-6-0 (W-L-D)
"""Daddy Long Legs""",Daniel Spitz,"""Daddy Long Legs""",6-3-0 (W-L-D)
"""Polar Bear""",Serghei Spivac,"""Polar Bear""",16-3-0 (W-L-D)
"""Dragon""",Daniel Spohn,"""Dragon""",16-5-0 (W-L-D)
"""The Secret Weapon""",Pete Spratt,"""The Secret Weapon""",16-8-0 (W-L-D)
,Austin Springer,Featherweight,10-4-0 (W-L-D)
"""Rush""",Georges St-Pierre,"""Rush""",26-2-0 (W-L-D)
"""Real Steel""",Andreas Stahl,"""Real Steel""",9-2-0 (W-L-D)
"""ChoirBoy""",Ron Stallings,"""ChoirBoy""",13-8-0 (W-L-D)
"""Spartan""",Cody Stamann,"""Spartan""",21-7-1 (W-L-D)
"""All American""",Brian Stann,"""All American""",12-6-0 (W-L-D)
"""The Sandman""",Joshua Stansbury,"""The Sandman""",8-5-0 (W-L-D)
"""Soldier""",Dion Staring,"""Soldier""",0-0-0 (W-L-D)
,Clifford Starks,Middleweight,8-2-0 (W-L-D)
,Kalib Starnes,Middleweight,10-4-1 (W-L-D)
"""Pepi""",Laureano Staropoli,"""Pepi""",9-5-0 (W-L-D)
"""Webster""",Damian Stasiak,"""Webster""",10-6-0 (W-L-D)
,Ricky Steele,Bantamweight,0-0-0 (W-L-D)
"""“Non-Stop Action-Packed” Dom T. Steele""",Dominique Steele,"""“Non-Stop Action-Packed” Dom T. Steele""",14-9-0 (W-L-D)
,Alex Steibling,Middleweight,0-0-0 (W-L-D)
"""The Hooligan""",Steve Steinbeiss,"""The Hooligan""",4-4-0 (W-L-D)
,Dmitrei Stepanov,Heavyweight,0-0-0 (W-L-D)
"""Lil' Heathen""",Jeremy Stephens,"""Lil' Heathen""",28-19-0 (W-L-D)
"""Funk Master""",Aljamain Sterling,"""Funk Master""",24-4-0 (W-L-D)
"""Daddy""",Joe Stevenson,"""Daddy""",36-14-0 (W-L-D)
"""Gunz Up""",Kyle Stewart,"""Gunz Up""",8-2-0 (W-L-D)
"""The Dentist""",Darren Stewart,"""The Dentist""",12-8-0 (W-L-D)
"""The Anvil""",Dan Stittgen,"""The Anvil""",7-3-0 (W-L-D)
,Lazar Stojadinovic,Featherweight,12-6-0 (W-L-D)
"""The Menace""",Denis Stojnic,"""The Menace""",12-3-0 (W-L-D)
,Dustin Stoltzfus,Middleweight,15-5-0 (W-L-D)
"""Green Mask""",Niklas Stolze,"""Green Mask""",0-3-0 (W-L-D)
,Ken Stone,Bantamweight,11-4-0 (W-L-D)
"""The Horror""",Rick Story,"""The Horror""",19-9-0 (W-L-D)
,Darko Stosic,Light Heavyweight,13-4-0 (W-L-D)
,Greg Stott,Heavyweight,0-0-0 (W-L-D)
"""Hands of Stone""",Sam Stout,"""Hands of Stone""",21-12-1 (W-L-D)
,Curtis Stout,Middleweight,0-0-0 (W-L-D)
"""Sui Generis""",Jesse Strader,"""Sui Generis""",5-3-0 (W-L-D)
,Dave Strasser,Welterweight,22-4-4 (W-L-D)
,Gerald Strebendt,Lightweight,7-3-0 (W-L-D)
,Sean Strickland,Middleweight,29-6-0 (W-L-D)
"""Mugen""",Mark Striegl,"""Mugen""",18-4-0 (W-L-D)
,Hans Stringer,Light Heavyweight,22-7-3 (W-L-D)
"""Skyscraper""",Stefan Struve,"""Skyscraper""",33-13-0 (W-L-D)
,Josh Stuart,Lightweight,0-0-0 (W-L-D)
,Mike Stumpf,Welterweight,11-4-0 (W-L-D)
"""Vini""",Vineesh Subrahmanyan,"""Vini""",0-0-0 (W-L-D)
"""The Neo Samurai""",Genki Sudo,"""The Neo Samurai""",13-3-1 (W-L-D)
,Lukasz Sudolski,Light Heavyweight,0-1-0 (W-L-D)
"""The Silencer""",George Sullivan,"""The Silencer""",17-7-0 (W-L-D)
,Amar Suloev,Middleweight,36-6-0 (W-L-D)
"""The Fort""",Justin Sumter,"""The Fort""",7-2-0 (W-L-D)
,Rama Supandhi,Flyweight,0-1-0 (W-L-D)
,Joel Sutton,,0-0-0 (W-L-D)
,Danilo Suzart,Heavyweight,0-1-0 (W-L-D)
"""Big Swede""",Martin Svensson,"""Big Swede""",14-6-0 (W-L-D)
,Daniel Swain,Featherweight,20-10-1 (W-L-D)
,Cub Swanson,Featherweight,29-13-0 (W-L-D)
"""Showtime Swees""",Evan Sweesy,"""Showtime Swees""",0-0-0 (W-L-D)
"""Quick""",Mike Swick,"""Quick""",15-6-0 (W-L-D)
,Floyd Sword,Middleweight,14-2-0 (W-L-D)
,Oumar Sy,Light Heavyweight,10-0-0 (W-L-D)
"""El Nino Bala""",Kevin Syler,"""El Nino Bala""",10-1-0 (W-L-D)
"""Dr. Bolivia""",Bentley Syler,"""Dr. Bolivia""",5-1-0 (W-L-D)
"""The Maine-iac""",Tim Sylvia,"""The Maine-iac""",26-4-0 (W-L-D)
,Kevin Szaflarski,Heavyweight,0-1-0 (W-L-D)
,Eugenio Tadeu,Lightweight,0-0-0 (W-L-D)
"""The Juggernaut""",Junior Tafa,"""The Juggernaut""",5-2-0 (W-L-D)
"""Bad Man""",Justin Tafa,"""Bad Man""",7-4-0 (W-L-D)
"""The Warrior""",Khalid Taha,"""The Warrior""",13-5-0 (W-L-D)
,Tatsuro Taira,Flyweight,15-0-0 (W-L-D)
"""Beckan""",Mairbek Taisumov,"""Beckan""",27-6-0 (W-L-D)
,Yoshiki Takahashi,Lightweight,0-0-0 (W-L-D)
,Daiju Takase,Welterweight,0-0-0 (W-L-D)
,Oleg Taktarov,,0-0-0 (W-L-D)
"""Bone""",Montrel Talbert,"""Bone""",0-0-0 (W-L-D)
,Payton Talbott,Bantamweight,8-0-0 (W-L-D)
,Nordine Taleb,Welterweight,15-7-0 (W-L-D)
,Murtaza Talha,Light Heavyweight,0-1-0 (W-L-D)
,Issei Tamura,Bantamweight,7-4-0 (W-L-D)
"""The Ironman""",Akitoshi Tamura,"""The Ironman""",0-0-0 (W-L-D)
,Jason Tan,Welterweight,6-3-0 (W-L-D)
,Michinori Tanaka,Bantamweight,11-3-0 (W-L-D)
,Evan Tanner,Middleweight,34-8-0 (W-L-D)
,Brad Tavares,Middleweight,20-10-0 (W-L-D)
,Thiago Tavares,Featherweight,24-7-1 (W-L-D)
"""The Savage""",Ramon Taveras,"""The Savage""",10-2-0 (W-L-D)
"""JT Money""",Jesse Taylor,"""JT Money""",32-15-0 (W-L-D)
"""Relentless""",Paul Taylor,"""Relentless""",11-6-1 (W-L-D)
,James Te Huna,Middleweight,18-9-0 (W-L-D)
,Shawn Teed,Heavyweight,5-2-0 (W-L-D)
"""Macapa""",John Teixeira,"""Macapa""",13-1-1 (W-L-D)
,Glover Teixeira,Light Heavyweight,33-9-0 (W-L-D)
"""Trauma""",Tra Telligman,"""Trauma""",16-4-0 (W-L-D)
"""The Soul Assassin""",David Terrell,"""The Soul Assassin""",10-2-0 (W-L-D)
"""Intensity""",James Terry,"""Intensity""",0-0-0 (W-L-D)
"""Testy""",Testy Test,"""Testy""",0-0-0 (W-L-D)
"""Kid Dynamite""",Daniel Teymur,"""Kid Dynamite""",7-4-0 (W-L-D)
,David Teymur,Lightweight,8-2-0 (W-L-D)
,Motonobu Tezuka,Bantamweight,19-6-4 (W-L-D)
,Jason Thacker,Middleweight,0-0-0 (W-L-D)
"""Rukus""",Brandon Thatch,"""Rukus""",11-5-0 (W-L-D)
"""The Spartan""",Elias Theodorou,"""The Spartan""",17-3-0 (W-L-D)
,Paulo Thiago,Welterweight,15-8-0 (W-L-D)
,Din Thomas,Lightweight,23-9-0 (W-L-D)
"""The Tank Engine""",Ryan Thomas,"""The Tank Engine""",13-3-0 (W-L-D)
"""The Gorilla""",Timothy Thomas,"""The Gorilla""",0-0-0 (W-L-D)
,Oli Thompson,Heavyweight,9-4-0 (W-L-D)
"""Wonderboy""",Stephen Thompson,"""Wonderboy""",17-7-1 (W-L-D)
"""The Goat""",Nick Thompson,"""The Goat""",23-9-0 (W-L-D)
"""The Punk""",Josh Thomson,"""The Punk""",20-8-0 (W-L-D)
"""The Grin""",Simeon Thoresen,"""The Grin""",17-4-1 (W-L-D)
,Gleison Tibau,Lightweight,40-14-0 (W-L-D)
,Nolan Ticman,Flyweight,4-3-0 (W-L-D)
"""The Gorilla""",Darren Till,"""The Gorilla""",18-5-1 (W-L-D)
,Denis Tiuliulin,Middleweight,11-9-0 (W-L-D)
"""The Sniper""",Andrew Todhunter,"""The Sniper""",8-0-0 (W-L-D)
"""Thunder""",Duško Todorović,"""Thunder""",12-4-0 (W-L-D)
,Tuco Tokkos,Light Heavyweight,10-4-0 (W-L-D)
"""Thunder""",Tyler Toner,"""Thunder""",11-3-0 (W-L-D)
"""Lights Out""",James Toney,"""Lights Out""",0-1-0 (W-L-D)
"""El  Matador""",Ilia Topuria,"""El  Matador""",15-0-0 (W-L-D)
"""El Loco""",Manuel Torres,"""El Loco""",15-2-0 (W-L-D)
,Desmond Torres,Bantamweight,0-0-0 (W-L-D)
"""Shorty""",Jose Torres,"""Shorty""",8-1-0 (W-L-D)
"""Rolo""",Alex Torres,"""Rolo""",2-2-0 (W-L-D)
,Miguel Angel Torres,Bantamweight,39-5-0 (W-L-D)
"""Jungle Boy""",Ronys Torres,"""Jungle Boy""",18-3-0 (W-L-D)
"""The Crush""",Anthony Torres,"""The Crush""",5-1-0 (W-L-D)
"""Grizzly""",Salim Touahri,"""Grizzly""",10-4-0 (W-L-D)
"""The Tarantula""",Dequan Townsend,"""The Tarantula""",21-12-0 (W-L-D)
,Slim Trabelsi,Heavyweight,0-0-0 (W-L-D)
,Tiago Trator,Featherweight,20-6-2 (W-L-D)
,Roberto Traven,Heavyweight,4-1-0 (W-L-D)
,Angelo Trevino,Welterweight,7-2-0 (W-L-D)
"""Sitkayan""",Francisco Trevino,"""Sitkayan""",12-2-0 (W-L-D)
"""Twinkle Toes""",Frank Trigg,"""Twinkle Toes""",19-8-0 (W-L-D)
"""Massaranduba""",Francisco Trinaldo,"""Massaranduba""",28-9-0 (W-L-D)
"""The Lone Wolf""",Michael Trizano,"""The Lone Wolf""",11-3-0 (W-L-D)
,Antonio Trocoli,Light Heavyweight,12-3-0 (W-L-D)
"""The Hammer""",Tor Troeng,"""The Hammer""",16-7-1 (W-L-D)
"""Killa""",Abel Trujillo,"""Killa""",15-8-0 (W-L-D)
"""Ahalkalakets""",Arman Tsarukyan,"""Ahalkalakets""",22-3-0 (W-L-D)
,Rei Tsuruya,Flyweight,3-0-0 (W-L-D)
"""The Crowbar""",Chris Tuchscherer,"""The Crowbar""",18-4-0 (W-L-D)
"""The Super Saiyan""",Jon Tuck,"""The Super Saiyan""",10-5-0 (W-L-D)
"""Guv'nor""",Gavin Tucker,"""Guv'nor""",13-3-0 (W-L-D)
"""Leopard""",Jumabieke Tuerxun,"""Leopard""",17-3-0 (W-L-D)
"""Bam Bam""",Tai Tuivasa,"""Bam Bam""",15-7-0 (W-L-D)
"""Warrior""",Zubaira Tukhugov,"""Warrior""",20-6-1 (W-L-D)
,Teila Tuli,,0-1-0 (W-L-D)
,Marco Tulio,Middleweight,1-0-0 (W-L-D)
,Nyamjargal Tumendemberel,Flyweight,2-0-0 (W-L-D)
"""Einstein""",Albert Tumenov,"""Einstein""",17-4-0 (W-L-D)
,Ricky Turcios,Bantamweight,13-4-0 (W-L-D)
"""The Pleasure Man """,Anton Turkalj,"""The Pleasure Man """,8-4-0 (W-L-D)
"""The Prodigy""",Wellington Turman,"""The Prodigy""",18-8-0 (W-L-D)
"""The Tarantula""",Jalin Turner,"""The Tarantula""",14-8-0 (W-L-D)
,Courtney Turner,Lightweight,0-0-0 (W-L-D)
"""The Flash""",Austin Tweedy,"""The Flash""",8-2-0 (W-L-D)
"""Tybur""",Marcin Tybura,"""Tybur""",25-8-0 (W-L-D)
,Takeru Uchida,Flyweight,1-0-0 (W-L-D)
,Tagir Ulanbekov,Flyweight,16-2-0 (W-L-D)
"""Black Jag""",Carlos Ulberg,"""Black Jag""",11-1-0 (W-L-D)
"""Cobra""",Gasan Umalatov,"""Cobra""",15-5-1 (W-L-D)
,Caol Uno,Lightweight,25-13-5 (W-L-D)
,Logan Urban,Welterweight,0-0-0 (W-L-D)
"""The RGV Bad Boy""",Gilbert Urbina,"""The RGV Bad Boy""",7-4-0 (W-L-D)
"""El Toro""",Hector Urbina,"""El Toro""",25-10-0 (W-L-D)
,Elias Urbina,Middleweight,3-1-0 (W-L-D)
,Nick Urso,Flyweight,10-4-0 (W-L-D)
,Yasuhiro Urushitani,Flyweight,19-6-6 (W-L-D)
,Sho Patrick Usami,Lightweight,0-0-0 (W-L-D)
"""The Motor""",Mohammed Usman,"""The Motor""",11-3-0 (W-L-D)
"""Nigerian Nightmare""",Kamaru Usman,"""Nigerian Nightmare""",20-4-0 (W-L-D)
"""BC""",Darren Uyenoyama,"""BC""",8-5-0 (W-L-D)
,Richie Vaculik,Flyweight,0-0-0 (W-L-D)
"""Vas""",Richie Vaculik,"""Vas""",10-5-0 (W-L-D)
"""Rayadito""",Genaro Valdez,"""Rayadito""",10-3-0 (W-L-D)
,Charlie Valencia,Bantamweight,12-7-0 (W-L-D)
,Ivan Valenzuela,Middleweight,0-1-0 (W-L-D)
"""Lucky""",Timur Valiev,"""Lucky""",18-3-0 (W-L-D)
"""The Matrix""",Victor Valimaki,"""The Matrix""",8-3-0 (W-L-D)
,Kevin Vallejos,Featherweight,0-1-0 (W-L-D)
,Isaac Vallie-Flagg,Lightweight,14-5-1 (W-L-D)
"""The Fearless""",Joshua Van,"""The Fearless""",10-1-0 (W-L-D)
,Mike Van Arsdale,Light Heavyweight,10-3-1 (W-L-D)
"""Gutter""",Matt Van Buren,"""Gutter""",7-4-0 (W-L-D)
,Ron Van Clief,,0-0-0 (W-L-D)
"""Jumpman""",Cameron VanCamp,"""Jumpman""",15-7-1 (W-L-D)
,Jared Vanderaa,Heavyweight,12-10-0 (W-L-D)
,Austin Vanderford,Welterweight,4-0-0 (W-L-D)
"""Groovy""",Lando Vannata,"""Groovy""",12-7-2 (W-L-D)
,Paul Varelans,,0-0-0 (W-L-D)
,Kazula Vargas,Lightweight,12-5-0 (W-L-D)
,Jamie Varner,Lightweight,21-11-1 (W-L-D)
"""Bomba""",Guilherme Vasconcelos,"""Bomba""",3-2-0 (W-L-D)
,Yuri Vaulin,Lightweight,0-0-0 (W-L-D)
,Manny Vazquez,Flyweight,11-2-0 (W-L-D)
"""Showtime""",Javier Vazquez,"""Showtime""",16-5-0 (W-L-D)
,Matt Veach,Lightweight,11-2-0 (W-L-D)
"""The Doctor""",Joe Vedepo,"""The Doctor""",9-3-0 (W-L-D)
,Greg Velasco,Heavyweight,0-1-0 (W-L-D)
,David Velasquez,Lightweight,0-0-0 (W-L-D)
,Cain Velasquez,Heavyweight,14-3-0 (W-L-D)
"""Serbian Steel""",Bojan Velickovic,"""Serbian Steel""",15-6-1 (W-L-D)
,Karlos Vemola,Middleweight,10-4-0 (W-L-D)
"""The Italian Stallion""",Luigi Vendramini,"""The Italian Stallion""",9-3-0 (W-L-D)
"""Chito""",Marlon Vera,"""Chito""",23-9-1 (W-L-D)
"""The Truth""",Brandon Vera,"""The Truth""",12-7-0 (W-L-D)
"""Pequeno""",Carlos Vera,"""Pequeno""",11-4-0 (W-L-D)
,Ernie Verdicia,,0-0-0 (W-L-D)
"""Mighty""",Joe Veres,"""Mighty""",5-3-0 (W-L-D)
,Nikolay Veretennikov,Welterweight,0-1-0 (W-L-D)
,CJ Vergara,Flyweight,12-5-1 (W-L-D)
"""Charuto""",Renato Verissimo,"""Charuto""",5-2-0 (W-L-D)
"""The Italian Dream""",Marvin Vettori,"""The Italian Dream""",19-7-1 (W-L-D)
"""Wolverine""",Hugo Viana,"""Wolverine""",8-4-0 (W-L-D)
"""The Texecutioner""",James Vick,"""The Texecutioner""",13-5-0 (W-L-D)
,Rodolfo Vieira,Middleweight,10-2-0 (W-L-D)
,Reginaldo Vieira,Bantamweight,14-5-0 (W-L-D)
"""Miltinho""",Milton Vieira,"""Miltinho""",13-8-2 (W-L-D)
"""Lion Heart""",Steve Vigneault,"""Lion Heart""",11-6-0 (W-L-D)
,Gian Villante,Heavyweight,17-14-0 (W-L-D)
"""Hurricane""",Ike Villanueva,"""Hurricane""",18-14-0 (W-L-D)
"""La Lumbre""",Armando Villarreal,"""La Lumbre""",5-1-0 (W-L-D)
,Yuri Villefort,Welterweight,6-3-0 (W-L-D)
"""Indio""",Danillo Villefort,"""Indio""",0-0-0 (W-L-D)
"""Vina""",Marcos Vinicius,"""Vina""",20-6-1 (W-L-D)
"""Niko""",Falaniko Vitale,"""Niko""",14-3-0 (W-L-D)
"""Vicious""",Bobby Voelker,"""Vicious""",24-12-0 (W-L-D)
,Mateo Vogel,Featherweight,0-1-0 (W-L-D)
"""The Great""",Alexander Volkanovski,"""The Great""",26-4-0 (W-L-D)
"""Christmas""",Jacob Volkmann,"""Christmas""",15-4-0 (W-L-D)
"""Drago""",Alexander Volkov,"""Drago""",37-10-0 (W-L-D)
"""Live Wire""",Jason Von Flue,"""Live Wire""",13-6-1 (W-L-D)
,Chris Wade,Lightweight,12-3-0 (W-L-D)
"""Old Skool""",Neil Wain,"""Old Skool""",5-1-0 (W-L-D)
"""The Modern Day Warrior""",TJ Waldburger,"""The Modern Day Warrior""",16-9-0 (W-L-D)
,Chase Waldon,Middleweight,11-3-0 (W-L-D)
,Johnny Walker,Light Heavyweight,21-8-0 (W-L-D)
"""Eagle Eye""",Donny Walker,"""Eagle Eye""",14-8-0 (W-L-D)
"""The Clean Monster """,Valter Walker,"""The Clean Monster """,11-1-0 (W-L-D)
"""AWALL""",Austin Wall,"""AWALL""",0-0-0 (W-L-D)
"""Manimal""",Ben Wall,"""Manimal""",7-2-1 (W-L-D)
"""Jesse""",James Wallace,"""Jesse""",9-2-0 (W-L-D)
"""Braveheart""",Randall Wallace,"""Braveheart""",15-7-0 (W-L-D)
"""Shonuff The Master""",Rodney Wallace,"""Shonuff The Master""",9-2-0 (W-L-D)
"""Blaze""",Crafton Wallace,"""Blaze""",13-2-1 (W-L-D)
"""Judo""",Jimmy Wallhead,"""Judo""",29-11-0 (W-L-D)
"""Hard Cor""",Cory Walmsley,"""Hard Cor""",10-1-0 (W-L-D)
"""Filthy""",Rich Walsh,"""Filthy""",9-6-0 (W-L-D)
,Patrick Walsh,Middleweight,5-3-0 (W-L-D)
"""The Yellow Peril""",Andy Wang,"""The Yellow Peril""",8-6-0 (W-L-D)
,Joshua Wang-Kim,Bantamweight,0-1-0 (W-L-D)
"""The War""",Curt Warburton,"""The War""",7-3-0 (W-L-D)
"""Relentless""",Charlie Ward,"""Relentless""",3-3-0 (W-L-D)
"""Flash""",Terrion Ware,"""Flash""",17-8-0 (W-L-D)
,Ron Waterman,Heavyweight,16-6-0 (W-L-D)
"""The Truth""",Trey Waters,"""The Truth""",9-1-0 (W-L-D)
"""Shonuff""",Dominic Waters,"""Shonuff""",9-5-0 (W-L-D)
"""Kong""",Tom Watson,"""Kong""",17-9-0 (W-L-D)
"""The Gazelle""",Walel Watson,"""The Gazelle""",9-5-0 (W-L-D)
,Kyle Watson,Lightweight,16-8-1 (W-L-D)
"""Chata TUska""",Brok Weaver,"""Chata TUska""",15-6-0 (W-L-D)
"""The Spyder""",Jonavin Webb,"""The Spyder""",8-2-0 (W-L-D)
,Royston Wee,Bantamweight,4-1-0 (W-L-D)
,Darian Weeks,Welterweight,5-3-0 (W-L-D)
"""Wide Open""",Joshua Weems,"""Wide Open""",11-3-0 (W-L-D)
"""The All-American""",Chris Weidman,"""The All-American""",16-7-0 (W-L-D)
"""Iron Slap""",Dakota Weigher,"""Iron Slap""",0-0-0 (W-L-D)
,Mark Weir,Middleweight,17-2-0 (W-L-D)
"""The Hungarian Nightmare""",Christian Wellisch,"""The Hungarian Nightmare""",9-4-0 (W-L-D)
,Jeremiah Wells,Welterweight,12-4-1 (W-L-D)
,Orlando Welt,,0-0-0 (W-L-D)
"""Vai Cavalo""",Fabricio Werdum,"""Vai Cavalo""",24-8-1 (W-L-D)
"""The Juggernaut""",Mike Wessel,"""The Juggernaut""",6-1-0 (W-L-D)
,Sheldon Westcott,Welterweight,10-3-1 (W-L-D)
"""Prime Time""",Patrik White,"""Prime Time""",0-1-0 (W-L-D)
"""The Thundercat""",Craig White,"""The Thundercat""",14-9-0 (W-L-D)
"""The Spartan""",Alex White,"""The Spartan""",13-6-0 (W-L-D)
"""Tiger""",Vernon White,"""Tiger""",11-9-1 (W-L-D)
"""The Hammer""",Rob Whiteford,"""The Hammer""",12-4-0 (W-L-D)
"""Iron""",Mike Whitehead,"""Iron""",9-6-0 (W-L-D)
"""Goodnight""",Garett Whiteley,"""Goodnight""",8-3-0 (W-L-D)
"""The Reaper""",Robert Whittaker,"""The Reaper""",26-7-0 (W-L-D)
,Josh Wick,Lightweight,0-1-0 (W-L-D)
"""Siwy""",Adam Wieczorek,"""Siwy""",10-2-0 (W-L-D)
"""Lock N Load""",Jonathan Wiezorek,"""Lock N Load""",7-1-0 (W-L-D)
"""Silverback""",Justin Wilcox,"""Silverback""",0-0-0 (W-L-D)
"""Razor""",Rob Wilkinson,"""Razor""",11-2-0 (W-L-D)
"""The Warrior""",Mike Wilkinson,"""The Warrior""",9-2-0 (W-L-D)
"""The Daywalker""",Aaron Wilkinson,"""The Daywalker""",6-4-0 (W-L-D)
"""Lightning""",James Wilks,"""Lightning""",8-4-0 (W-L-D)
,Karl Williams,Heavyweight,10-1-0 (W-L-D)
"""The Oxfighter""",Khaos Williams,"""The Oxfighter""",15-3-0 (W-L-D)
"""Havoc""",Cole Williams,"""Havoc""",11-3-0 (W-L-D)
"""Bomaye""",Jordan Williams,"""Bomaye""",9-6-0 (W-L-D)
,Tim Williams,Middleweight,15-5-0 (W-L-D)
"""The Animal""",Patrick Williams,"""The Animal""",8-7-0 (W-L-D)
,Tedd Williams,Heavyweight,0-0-0 (W-L-D)
"""El Duro (The Hard One)""",Pete Williams,"""El Duro (The Hard One)""",8-5-0 (W-L-D)
"""Big Pretty""",Justin Willis,"""Big Pretty""",8-2-0 (W-L-D)
,Westin Wilson,Featherweight,16-9-0 (W-L-D)
"""Jonny Bravo""",Jonathan Wilson,"""Jonny Bravo""",7-3-0 (W-L-D)
"""The Professor""",Chris Wilson,"""The Professor""",13-6-0 (W-L-D)
,Matt Wiman,Lightweight,16-10-0 (W-L-D)
,Eddie Wineland,Bantamweight,24-16-1 (W-L-D)
,Deron Winn,Middleweight,7-3-0 (W-L-D)
,Andre Winner,Lightweight,12-6-1 (W-L-D)
"""Little Lee""",Eric Wisely,"""Little Lee""",19-8-0 (W-L-D)
"""The Polish Connection""",Keith Wisniewski,"""The Polish Connection""",28-14-1 (W-L-D)
"""The Vanilla Gorilla""",Jason Witt,"""The Vanilla Gorilla""",19-9-0 (W-L-D)
"""The Diesel""",Travis Wiuff,"""The Diesel""",22-3-0 (W-L-D)
,Ray Wizard,,0-0-0 (W-L-D)
,Brandon Wolff,Welterweight,7-4-0 (W-L-D)
"""The Prospect""",Nathaniel Wood,"""The Prospect""",20-6-0 (W-L-D)
"""The Animal""",Val Woodburn,"""The Animal""",7-2-0 (W-L-D)
"""The Chosen One""",Tyron Woodley,"""The Chosen One""",19-7-1 (W-L-D)
"""The Sniper""",Sean Woodson,"""The Sniper""",12-1-1 (W-L-D)
,Cal Worsham,,0-0-0 (W-L-D)
"""The Death Star""",Khama Worthy,"""The Death Star""",16-9-0 (W-L-D)
"""The Viking""",Justin Wren,"""The Viking""",10-2-0 (W-L-D)
"""The Beverly Hills Ninja""",Jordan Wright,"""The Beverly Hills Ninja""",12-5-0 (W-L-D)
"""The Polish Zombie""",Marcin Wrzosek,"""The Polish Zombie""",10-4-0 (W-L-D)
"""chosyn-1""",Jamie Yager,"""chosyn-1""",2-2-0 (W-L-D)
"""The Filipino Phenom""",Eddie Yagin,"""The Filipino Phenom""",16-5-1 (W-L-D)
"""The UAE Warrior""",Mohammad Yahya,"""The UAE Warrior""",12-4-0 (W-L-D)
,Rani Yahya,Bantamweight,28-12-1 (W-L-D)
"""Russian Thunder""",Alexander Yakovlev,"""Russian Thunder""",24-10-1 (W-L-D)
,Keichiro Yamamiya,Middleweight,0-0-0 (W-L-D)
"""Kid""",Norifumi Yamamoto,"""Kid""",18-6-0 (W-L-D)
,Kenichi Yamamoto,Welterweight,0-0-0 (W-L-D)
"""No Mercy""",Petr Yan,"""No Mercy""",17-5-0 (W-L-D)
,Adam Yandiev,Middleweight,9-1-0 (W-L-D)
,Adrian Yanez,Bantamweight,17-5-0 (W-L-D)
"""Tiger""",Jianping Yang,"""Tiger""",7-4-1 (W-L-D)
"""The Ox""",Dongi Yang,"""The Ox""",12-3-0 (W-L-D)
,Masutatsu Yano,,0-0-0 (W-L-D)
"""Bad Boy""",Hu Yaozong,"""Bad Boy""",3-3-0 (W-L-D)
,Emmanuel Yarbrough,,0-0-0 (W-L-D)
,Cale Yarbrough,Middleweight,0-1-0 (W-L-D)
,Sang Hoon Yoo,Welterweight,1-0-0 (W-L-D)
"""Maraenui""",Shane Young,"""Maraenui""",13-8-0 (W-L-D)
"""Shotgun""",Jason Young,"""Shotgun""",9-6-0 (W-L-D)
,Besam Yousef,Welterweight,6-2-0 (W-L-D)
"""Monster""",Rob Yundt,"""Monster""",7-2-0 (W-L-D)
"""Super""",Sodiq Yusuff,"""Super""",13-4-0 (W-L-D)
"""The Hurricane""",Gilbert Yvel,"""The Hurricane""",36-16-1 (W-L-D)
,Luke Zachrich,Middleweight,14-4-0 (W-L-D)
,Anton Zafir,Welterweight,7-3-0 (W-L-D)
,Aiemann Zahabi,Bantamweight,11-2-0 (W-L-D)
,Joao Zaiden,Light Heavyweight,0-0-0 (W-L-D)
"""The Moroccan Devil""",Youssef Zalal,"""The Moroccan Devil""",14-5-1 (W-L-D)
"""Dub-Z""",Zach Zane,"""Dub-Z""",12-8-0 (W-L-D)
"""Viva""",Roger Zapata,"""Viva""",4-3-0 (W-L-D)
"""Sagat""",David Zawada,"""Sagat""",17-7-0 (W-L-D)
"""Angelo Veneziano""",Manolo Zecchini,"""Angelo Veneziano""",11-4-0 (W-L-D)
"""Golden Boy""",Daniel Zellhuber,"""Golden Boy""",15-1-0 (W-L-D)
,Rickson Zenidim,Flyweight,0-1-0 (W-L-D)
,Yi Zha,Featherweight,24-4-0 (W-L-D)
"""The Wolf""",Tiequan Zhang,"""The Wolf""",18-4-0 (W-L-D)
,Daermisi Zhawupasi,Bantamweight,2-1-0 (W-L-D)
,Lu Zhengyong,Flyweight,0-0-0 (W-L-D)
"""Bull Demon King""",Lv Zhenhong,"""Bull Demon King""",0-0-0 (W-L-D)
,Shang Zhifa,Flyweight,0-1-0 (W-L-D)
"""The Conqueror""",Yao Zhikui,"""The Conqueror""",2-5-0 (W-L-D)
,Zhalgas Zhumagulov,Flyweight,14-9-0 (W-L-D)
"""Smile Killer""",Farès Ziam,"""Smile Killer""",15-4-0 (W-L-D)
"""The Messiah""",James Zikic,"""The Messiah""",16-3-0 (W-L-D)
