name,wins_x,losses_x,draws_x,height_cm_x,weight_in_kg_x,reach_in_cm_x,stance_x,date_of_birth_x,significant_strikes_landed_per_minute_x,significant_striking_accuracy_x,significant_strikes_absorbed_per_minute_x,significant_strike_defence_x,average_takedowns_landed_per_15_minutes_x,takedown_accuracy_x,takedown_defense_x,average_submissions_attempted_per_15_minutes_x,country,association,Win-Loss-Draw,Win %,weight_class_2
Nik Harris,6,6,0,182.88,78.471416,182.88,,,,,,,,,,,Malaysia,MuayFit,6-6-0.,0.5,Peso Médio
Eldo Dias Xavier,0,0,0,180.34,81.64656,180.34,,,,,,,,,,,Brazil,,0-0-0.,0.0,Peso Médio
Jeremy Spoon,21,21,0,167.64000000000001,65.77083999999999,167.64000000000001,,,,,,,,,,,United States,Apex Brazilian Jiu-Jitsu,21-21-0.,0.5,Peso Leve
Mike Corey,13,13,0,175.26,65.77083999999999,175.26,,,,,,,,,,,United States,Team Curran,13-13-0.,0.5,Peso Leve
Gregory Milliard,12,12,0,180.34,92.98636,180.34,,,,,,,,,,,Aruba,,12-12-0.,0.5,Peso Meio-Pesado
Philip Rowe,8,8,0,190.5,77.11064,190.5,,,,,,,,,,,United States,Fusion X-Cel,8-8-0.,0.5,Peso Meio-Médio
Vy Srey Chai,0,0,0,0.0,55.338224,0.0,,,,,,,,,,,Cambodia,,0-0-0.,0.0,Peso Mosca
Luis Ramirez,3,3,0,182.88,83.91452,182.88,,,,,,,,,,,United States,Ruff Dawg MMA,3-3-0.,0.5,Peso Médio
Monika Chochlikova,2,2,0,170.18,47.627159999999996,170.18,,,,,,,,,,,Slovakia,Victory Gym Trencin,2-2-0.,0.5,Peso Palha
Justin Torrey,7,7,0,182.88,83.91452,182.88,,,,,,,,,,,United States,Fighting Arts Academy,7-7-0.,0.5,Peso Médio
Abraham Vaesau,5,5,0,180.34,79.3786,180.34,,,,,,,,,,,United States,Dragon House MMA,5-5-0.,0.5,Peso Médio
J.C. Cottrell,17,17,0,175.26,70.30676,175.26,,,,,,,,,,,United States,Academy of Martial Arts,17-17-0.,0.5,Peso Leve
Sami Amin,8,8,0,167.64000000000001,70.30676,167.64000000000001,,,,,,,,,,,Egypt,Egyptian Top Team,8-8-0.,0.5,Peso Leve
Khalil Rountree,8,8,0,185.42,92.98636,185.42,,,,,,,,,,,United States,Tiger Muay Thai,8-8-0.,0.5,Peso Meio-Pesado
Raghvendra Singh,3,3,0,170.18,59.874144,170.18,,,,,,,,,,,India,,3-3-0.,0.5,Peso Galo
Brenton Taylor,6,6,0,177.8,70.30676,177.8,,,,,,,,,,,United States,,6-6-0.,0.5,Peso Leve
Sergio de Bari,5,5,0,170.18,65.77083999999999,170.18,,,,,,,,,,,United States,Silver Fox BJJ,5-5-0.,0.5,Peso Leve
Sagetdao Petpayathai,3,3,0,172.72,70.30676,172.72,,,,,,,,,,,Singapore,Evolve MMA,3-3-0.,0.5,Peso Leve
Travis Crain,0,0,0,165.1,61.23492,165.1,,,,,,,,,,,United States,,0-0-0.,0.0,Peso Galo
Naoki Shimamura,2,2,0,167.64000000000001,65.77083999999999,167.64000000000001,,,,,,,,,,,Japan,Oota Dojo,2-2-0.,0.5,Peso Leve
Robin  Catalan,10,10,0,152.4,52.16308,152.4,,,,,,,,,,,Philippines,Catalan Fighting System,10-10-0.,0.5,Peso Mosca
Anthony Castrejon,1,1,0,0.0,61.23492,0.0,,,,,,,,,,,United States,One Kick's Gym,1-1-0.,0.5,Peso Galo
James Chapman,1,1,0,185.42,104.32616,185.42,,,,,,,,,,,United States,,1-1-0.,0.5,Peso Pesado
Tilek Batyrov,10,10,0,172.72,61.23492,172.72,,,,,,,,,,,Kyrgyzstan,Jash-Kuch,10-10-0.,0.5,Peso Galo
Omar Johnson,5,5,0,177.8,70.30676,177.8,,,,,,,,,,,United States,Spartan Fitness,5-5-0.,0.5,Peso Leve
Joe Gigliotti,7,7,0,180.34,83.91452,180.34,,,,,,,,,,,United States,Power MMA Team,7-7-0.,0.5,Peso Médio
Vitaly Bigdash,10,10,0,182.88,83.91452,182.88,,,,,,,,,,,Russia,,10-10-0.,0.5,Peso Médio
Shane Crenshaw,8,8,0,172.72,72.57472,172.72,,,,,,,,,,,United States,Renegade Fighting Systems,8-8-0.,0.5,Peso Meio-Médio
Rocky Edwards,11,11,0,180.34,77.11064,180.34,,,,,,,,,,,United States,Topp Dogg MMA & Fitness,11-11-0.,0.5,Peso Meio-Médio
Nekruz Mirkhojaev,5,5,0,0.0,70.30676,0.0,,,,,,,,,,,United States,Brooklyn MMA,5-5-0.,0.5,Peso Leve
Logan Neal,3,3,0,177.8,70.30676,177.8,,,,,,,,,,,United States,Agoge Combatives,3-3-0.,0.5,Peso Leve
Luka Jelcic,10,10,0,182.88,70.30676,182.88,,,,,,,,,,,Croatia,SBG Ireland,10-10-0.,0.5,Peso Leve
David Mejia,5,5,0,180.34,120.20188,180.34,,,,,,,,,,,United States,NC3 Athletics,5-5-0.,0.5,Peso Pesado
Abner Perez,0,0,0,175.26,65.77083999999999,175.26,,,,,,,,,,,United States,,0-0-0.,0.0,Peso Leve
Matt Rizzo,10,10,0,172.72,56.699,172.72,,,,,,,,,,,United States,Revolution Academy,10-10-0.,0.5,Peso Mosca
Tony Zanko,1,1,0,0.0,83.91452,0.0,,,,,,,,,,,Italy,Florence Fight Club,1-1-0.,0.5,Peso Médio
Zhuojiangcuo Luo,1,1,0,0.0,0.0,0.0,,,,,,,,,,,China,,1-1-0.,0.5,Peso Palha
Jeremy Pacatiw,10,10,0,0.0,56.699,0.0,,,,,,,,,,,Philippines,Team Lakay,10-10-0.,0.5,Peso Mosca
Quitin Thomas,1,1,0,170.18,70.30676,170.18,,,,,,,,,,,United States,,1-1-0.,0.5,Peso Leve
Joe Pingitore,7,7,0,172.72,63.956472,172.72,,,,,,,,,,,United States,Tri-Force MMA,7-7-0.,0.5,Peso Pena
Hiroyasu Sakurai,4,4,0,175.26,65.77083999999999,175.26,,,,,,,,,,,Japan,Never Quit,4-4-0.,0.5,Peso Leve
Vernon Ramos,7,7,0,175.26,76.203456,175.26,,,,,,,,,,,Panama,Advance Performance Panama,7-7-0.,0.5,Peso Meio-Médio
Khonry Gracie,2,2,0,185.42,77.11064,185.42,,,,,,,,,,,United States,Team Royce Gracie,2-2-0.,0.5,Peso Meio-Médio
Fernando Gonzalez Trevino,5,5,0,180.34,79.3786,180.34,,,,,,,,,,,Mexico,American Kickboxing Academy,5-5-0.,0.5,Peso Médio
Anvar Amirli,9,9,0,177.8,70.30676,177.8,,,,,,,,,,,Azerbaijan,RIO GRAPPLING,9-9-0.,0.5,Peso Leve
Amira Hafizovic,2,2,0,167.64000000000001,52.16308,167.64000000000001,,,,,,,,,,,Australia,Australian Top Team,2-2-0.,0.5,Peso Mosca
Joshua Dustin Hardwick,4,4,0,182.88,65.77083999999999,182.88,,,,,,,,,,,United States,Elevation Fight Team,4-4-0.,0.5,Peso Leve
Robbie Leroux,6,6,0,165.1,61.23492,165.1,,,,,,,,,,,United States,Clinch MMA,6-6-0.,0.5,Peso Galo
Brandon Bell,7,7,0,172.72,77.11064,172.72,,,,,,,,,,,United States,D3 Elite,7-7-0.,0.5,Peso Meio-Médio
Makeshate Sailike,5,5,0,182.88,77.11064,182.88,,,,,,,,,,,China,JT Leopard Fight Team,5-5-0.,0.5,Peso Meio-Médio
Wyatt Meyer,0,0,0,0.0,77.11064,0.0,,,,,,,,,,,United States,,0-0-0.,0.0,Peso Meio-Médio
Will Lavine,1,1,0,187.96,77.11064,187.96,,,,,,,,,,,United States,Team Outcast MMA,1-1-0.,0.5,Peso Meio-Médio
Kevin Woltkamp,2,2,0,177.8,92.079176,177.8,,,,,,,,,,,United States,,2-2-0.,0.5,Peso Meio-Pesado
Luis Alberto Nogueira,22,22,0,167.64000000000001,61.23492,167.64000000000001,,,,,,,,,,,Brazil,Renovacao Fight Team,22-22-0.,0.5,Peso Galo
Kastriot Xhema,3,3,0,182.88,74.84268,182.88,,,,,,,,,,,United States,,3-3-0.,0.5,Peso Meio-Médio
Chas Dunhour,1,1,0,165.1,56.699,165.1,,,,,,,,,,,United States,Hawaii Elite MMA,1-1-0.,0.5,Peso Mosca
Diego Freitas,0,0,0,175.26,65.77083999999999,175.26,,,,,,,,,,,Portugal,,0-0-0.,0.0,Peso Leve
Tyler Bialecki,9,9,0,167.64000000000001,58.513368,167.64000000000001,,,,,,,,,,,United States,Yuma United Mixed Martial Arts,9-9-0.,0.5,Peso Galo
Zhikui Yao,2,2,0,170.18,56.699,170.18,,,,,,,,,,,China,,2-2-0.,0.5,Peso Mosca
Alexandre Bezerra,22,22,0,172.72,65.77083999999999,172.72,,,,,,,,,,,Brazil,Alliance MMA,22-22-0.,0.5,Peso Leve
Eric Scallan,13,13,0,182.88,83.91452,182.88,,,,,,,,,,,United States,Gladiators Academy,13-13-0.,0.5,Peso Médio
Gloria Telles,0,0,0,160.02,56.699,160.02,,,,,,,,,,,United States,Ernie Reyes West Coast Martial Arts,0-0-0.,0.0,Peso Mosca
Nisim Rozales,0,0,0,0.0,92.98636,0.0,,,,,,,,,,,Israel,,0-0-0.,0.0,Peso Meio-Pesado
James Nakashima,12,12,0,177.8,77.11064,177.8,,,,,,,,,,,United States,MMA Lab,12-12-0.,0.5,Peso Meio-Médio
Tommy Espinosa,6,6,0,0.0,56.699,0.0,,,,,,,,,,,United States,,6-6-0.,0.5,Peso Mosca
Young Jun Kim,3,3,0,0.0,65.77083999999999,0.0,,,,,,,,,,,South Korea,Team Macho Ansan,3-3-0.,0.5,Peso Leve
Daniel Gonzalez,3,3,0,170.18,56.699,170.18,,,,,,,,,,,United States,American Kickboxing Academy,3-3-0.,0.5,Peso Mosca
Diego Barbosa,6,6,0,170.18,65.77083999999999,170.18,,,,,,,,,,,Brazil,Nova Forca,6-6-0.,0.5,Peso Leve
Chrissie Daniels,2,2,0,165.1,51.709488,165.1,,,,,,,,,,,United States,Michigan Top Team,2-2-0.,0.5,Peso Palha
Darrell Gholar,5,5,0,172.72,89.811216,172.72,,,,,,,,,,,United States,,5-5-0.,0.5,Peso Meio-Pesado
A.J. McKee,18,18,0,177.8,65.77083999999999,177.8,,,,,,,,,,,United States,Team Bodyshop,18-18-0.,0.5,Peso Leve
Maolun Wang,1,1,0,170.18,61.23492,170.18,,,,,,,,,,,China,ET Club,1-1-0.,0.5,Peso Galo
Manny Lara,4,4,0,180.34,113.851592,180.34,,,,,,,,,,,United States,Reign MMA,4-4-0.,0.5,Peso Pesado
Shoko Sato,35,35,0,172.72,61.23492,172.72,,,,,,,,,,,Japan,Sakaguchi Dojo,35-35-0.,0.5,Peso Galo
Justin Roswell,3,3,0,182.88,77.11064,182.88,,,,,,,,,,,United States,Team Alpha Male,3-3-0.,0.5,Peso Meio-Médio
Rey Docyogen,11,11,0,165.1,56.699,165.1,,,,,,,,,,,Philippines,Lakay MMA,11-11-0.,0.5,Peso Mosca
Aleksandra Toncheva Plamenova,2,2,0,165.1,52.16308,165.1,,,,,,,,,,,Bulgaria,Desant MMA,2-2-0.,0.5,Peso Mosca
Eric Moon,13,13,0,172.72,77.11064,172.72,,,,,,,,,,,United States,Michigan Top Team,13-13-0.,0.5,Peso Meio-Médio
Ariel Sexton,13,13,0,175.26,70.30676,175.26,,,,,,,,,,,Costa Rica,Daniel Gracie Team,13-13-0.,0.5,Peso Leve
Remy Bussieres,3,3,0,172.72,70.30676,172.72,,,,,,,,,,,Canada,,3-3-0.,0.5,Peso Leve
Sullivan Cauley,1,1,0,185.42,92.98636,185.42,,,,,,,,,,,United States,Dan's Gym,1-1-0.,0.5,Peso Meio-Pesado
Bruce Loh,2,2,0,167.64000000000001,56.699,167.64000000000001,,,,,,,,,,,Singapore,Impact MMA Singapore,2-2-0.,0.5,Peso Mosca
Rebecca Heintzman,2,2,0,162.56,54.431039999999996,162.56,,,,,,,,,,,United States,Power of One MMA,2-2-0.,0.5,Peso Mosca
Peter Stanonik,4,4,0,182.88,65.77083999999999,182.88,,,,,,,,,,,United States,Laboy Boxing,4-4-0.,0.5,Peso Leve
Yusuke Kawanago,16,16,0,175.26,65.77083999999999,175.26,,,,,,,,,,,Japan,Akimoto Dojo Jungle Junction,16-16-0.,0.5,Peso Leve
Mike Sledzion,3,3,0,0.0,70.30676,0.0,,,,,,,,,,,Canada,Empire Red,3-3-0.,0.5,Peso Leve
Cooper Gibson,10,10,0,177.8,68.0388,177.8,,,,,,,,,,,United States,A4 Fitness,10-10-0.,0.5,Peso Leve
Joey Baylon,0,0,0,0.0,58.96696,0.0,,,,,,,,,,,New Zealand,ETK MMA,0-0-0.,0.0,Peso Galo
Brandon Fleming,7,7,0,172.72,61.688512,172.72,,,,,,,,,,,United States,South Shore Sport Fighting,7-7-0.,0.5,Peso Pena
Lamont Stafford,12,12,0,198.12,92.98636,198.12,,,,,,,,,,,United States,,12-12-0.,0.5,Peso Meio-Pesado
Amir Khan,13,13,0,180.34,70.30676,180.34,,,,,,,,,,,Singapore,Evolve MMA,13-13-0.,0.5,Peso Leve
Fabio Pinca,0,0,0,175.26,70.30676,175.26,,,,,,,,,,,France,,0-0-0.,0.0,Peso Leve
Taurean Bogguess,15,15,0,167.64000000000001,65.77083999999999,167.64000000000001,,,,,,,,,,,United States,Team Conquest,15-15-0.,0.5,Peso Leve
Simon Ridgeway,0,0,0,0.0,77.11064,0.0,,,,,,,,,,,England,Aspire Combat Sports Academy,0-0-0.,0.0,Peso Meio-Médio
Matt Major,6,6,0,182.88,83.91452,182.88,,,,,,,,,,,United States,American Kickboxing Academy,6-6-0.,0.5,Peso Médio
Christos Nicolaou,2,2,0,182.88,77.11064,182.88,,,,,,,,,,,Cyprus,Paphos Thai Boxing & MMA Fight Club,2-2-0.,0.5,Peso Meio-Médio
Andres Quintana,18,18,0,182.88,65.77083999999999,182.88,,,,,,,,,,,United States,Luttrell-Yee MMA,18-18-0.,0.5,Peso Leve
Steven Durr,1,1,0,180.34,65.77083999999999,180.34,,,,,,,,,,,United States,T-Rex Gym,1-1-0.,0.5,Peso Leve
Ricardo Seixas,9,9,0,172.72,70.30676,172.72,,,,,,,,,,,Brazil,Kings MMA,9-9-0.,0.5,Peso Leve
Ashley Reece,8,8,0,177.8,77.11064,177.8,,,,,,,,,,,England,HAMMA,8-8-0.,0.5,Peso Meio-Médio
Saksit Janhom,0,0,0,172.72,65.77083999999999,172.72,,,,,,,,,,,Thailand,Wild Card Gym,0-0-0.,0.0,Peso Leve
Diana Avsaragova,4,4,0,170.18,56.699,170.18,,,,,,,,,,,Russia,,4-4-0.,0.5,Peso Mosca
Brandon Farran,12,12,0,177.8,83.460928,177.8,,,,,,,,,,,United States,Future Fitness Team,12-12-0.,0.5,Peso Médio
Troy Worthen,7,7,0,172.72,65.77083999999999,172.72,,,,,,,,,,,United States,Sanford MMA,7-7-0.,0.5,Peso Leve
Davie McLaughlin,1,1,0,0.0,70.30676,0.0,,,,,,,,,,,England,South Shields Fight Factory,1-1-0.,0.5,Peso Leve
Adam McDonough,11,11,0,177.8,77.11064,177.8,,,,,,,,,,,United States,Get Sum Athletic Compound,11-11-0.,0.5,Peso Meio-Médio
Pat McCrohan,4,4,0,177.8,83.91452,177.8,,,,,,,,,,,United States,Gillett's MMA,4-4-0.,0.5,Peso Médio
Samir Mrabet,4,4,0,182.88,65.77083999999999,182.88,,,,,,,,,,,Belgium,Monarchy MMA,4-4-0.,0.5,Peso Leve
Marcus Vanttinen,24,24,0,190.5,92.98636,190.5,,,,,,,,,,,Finland,HardKnocks Helsinki,24-24-0.,0.5,Peso Meio-Pesado
Tetsuya Yamada,26,26,0,180.34,70.30676,180.34,,,,,,,,,,,Japan,Tiger Muay Thai,26-26-0.,0.5,Peso Leve
Tommy Aaron,8,8,0,177.8,65.77083999999999,177.8,,,,,,,,,,,United States,Elite Training Center,8-8-0.,0.5,Peso Leve
Sunni Imhotep,2,2,0,185.42,70.30676,185.42,,,,,,,,,,,United States,Blue Ocean Muay Thai,2-2-0.,0.5,Peso Leve
Scott Heckman,28,28,0,167.64000000000001,65.77083999999999,167.64000000000001,,,,,,,,,,,United States,AMA Fight Club,28-28-0.,0.5,Peso Leve
Sylvain Potard,7,7,0,180.34,92.98636,180.34,,,,,,,,,,,France,MMA Factory,7-7-0.,0.5,Peso Meio-Pesado
Vaughn Anderson,16,16,0,180.34,77.11064,180.34,,,,,,,,,,,Canada,Legacy Gym,16-16-0.,0.5,Peso Meio-Médio
Liu  Xu,0,0,0,0.0,56.699,0.0,,,,,,,,,,,China,K-1 Gym,0-0-0.,0.0,Peso Mosca
Joshua Ricci,6,6,0,165.1,60.327736,165.1,,,,,,,,,,,United States,Mohawk Valley MMA,6-6-0.,0.5,Peso Galo
Rafael Macedo,10,10,0,170.18,70.30676,170.18,,,,,,,,,,,Brazil,Frontline Academy,10-10-0.,0.5,Peso Leve
Kana Watanabe,10,10,0,167.64000000000001,56.699,167.64000000000001,,,,,,,,,,,Japan,Fighter's Flow,10-10-0.,0.5,Peso Mosca
Idrees Wasi,3,3,0,180.34,83.91452,180.34,,,,,,,,,,,United States,Independent,3-3-0.,0.5,Peso Médio
Haim Gozali,14,14,0,187.96,83.91452,187.96,,,,,,,,,,,Israel,Team Renzo Gracie,14-14-0.,0.5,Peso Médio
Daniel Oseguera,1,1,0,167.64000000000001,61.23492,167.64000000000001,,,,,,,,,,,United States,Dynamic Mixed Martial Arts,1-1-0.,0.5,Peso Galo
Jared Downing,10,10,0,165.1,70.760352,165.1,,,,,,,,,,,United States,Hard Drive MMA,10-10-0.,0.5,Peso Meio-Médio
Jinbo Zou,5,5,0,167.64000000000001,65.77083999999999,167.64000000000001,,,,,,,,,,,China,Gongsheng Fight Club,5-5-0.,0.5,Peso Leve
Patricia Vidonic,9,9,0,157.48000000000002,52.16308,157.48000000000002,,,,,,,,,,,United States,Team Vidonic,9-9-0.,0.5,Peso Mosca
Jianping Wan,3,3,0,170.18,61.23492,170.18,,,,,,,,,,,China,Shanghai BJJ,3-3-0.,0.5,Peso Galo
Justin Lemke,8,8,0,0.0,93.893544,0.0,,,,,,,,,,,United States,Roufusport,8-8-0.,0.5,Peso Pesado
Brian Grinnell,11,11,0,175.26,77.11064,175.26,,,,,,,,,,,United States,Apex MMA,11-11-0.,0.5,Peso Meio-Médio
Ovais Shah,3,3,0,167.64000000000001,58.96696,167.64000000000001,,,,,,,,,,,Pakistan,3G MMA,3-3-0.,0.5,Peso Galo
Ricky Bandejas,13,13,0,170.18,61.23492,170.18,,,,,,,,,,,United States,Catone MMA,13-13-0.,0.5,Peso Galo
Isaiah Gutierrez,6,6,0,170.18,56.699,170.18,,,,,,,,,,,United States,,6-6-0.,0.5,Peso Mosca
John Troyer,15,15,0,182.88,86.18248,182.88,,,,,,,,,,,United States,Louisville MMA,15-15-0.,0.5,Peso Meio-Pesado
Willy Ni,15,15,0,177.8,70.30676,177.8,,,,,,,,,,,Netherlands,Mike's Gym,15-15-0.,0.5,Peso Leve
Sam McCoy,4,4,0,182.88,83.91452,182.88,,,,,,,,,,,United States,American Top Team,4-4-0.,0.5,Peso Médio
Hayatun Jihin Radzuan,6,6,0,157.48000000000002,54.431039999999996,157.48000000000002,,,,,,,,,,,Malaysia,Ultimate MMA,6-6-0.,0.5,Peso Mosca
Nemanja Milakovic,5,5,0,182.88,77.11064,182.88,,,,,,,,,,,Bosnia and Herzegovina,MMA Wonder Crew,5-5-0.,0.5,Peso Meio-Médio
Alessandro Ricci,10,10,0,180.34,70.30676,180.34,,,,,,,,,,,Canada,M-1 Thai Boxing,10-10-0.,0.5,Peso Leve
Jon Kirk,19,19,0,187.96,83.91452,187.96,,,,,,,,,,,United States,Team Kirk,19-19-0.,0.5,Peso Médio
Ramon Gonzales,4,4,0,167.64000000000001,56.699,167.64000000000001,,,,,,,,,,,Philippines,Kyokushin Fight Academy,4-4-0.,0.5,Peso Mosca
Kurt  Kinser,9,9,0,170.18,70.30676,170.18,,,,,,,,,,,United States,,9-9-0.,0.5,Peso Leve
Joseph Abercrombie,4,4,0,0.0,0.0,0.0,,,,,,,,,,,,,4-4-0.,0.5,Peso Palha
Ira Boyd,9,9,0,177.8,77.11064,177.8,,,,,,,,,,,United States,Freelance,9-9-0.,0.5,Peso Meio-Médio
Thiago Oliveira,16,16,0,0.0,70.30676,0.0,,,,,,,,,,,Brazil,Gracie Barra Bahia,16-16-0.,0.5,Peso Leve
Scott Writz,2,2,0,182.88,83.91452,182.88,,,,,,,,,,,United States,,2-2-0.,0.5,Peso Médio
Joana Filipa Magalhaes,1,1,0,162.56,56.699,162.56,,,,,,,,,,,Portugal,MMA Sori,1-1-0.,0.5,Peso Mosca
Rey Trujillo,24,24,0,172.72,65.77083999999999,172.72,,,,,,,,,,,United States,Tru Bloodline MMA,24-24-0.,0.5,Peso Leve
Darryal Griffin,0,0,0,180.34,74.389088,180.34,,,,,,,,,,,United States,Catalyst Fight House,0-0-0.,0.0,Peso Meio-Médio
Zack Surdyka,7,7,0,0.0,0.0,0.0,,,,,,,,,,,United States,Arizona Combat Sports,7-7-0.,0.5,Peso Palha
Kian Pham,6,6,0,160.02,61.23492,160.02,,,,,,,,,,,Australia,Lions Den Sydney,6-6-0.,0.5,Peso Galo
Joe Cronin,2,2,0,175.26,88.45044,175.26,,,,,,,,,,,United States,Cape Cod Fighting Alliance,2-2-0.,0.5,Peso Meio-Pesado
Juan Wen Jie,3,3,0,185.42,71.667536,185.42,,,,,,,,,,,Singapore,Impact MMA Singapore,3-3-0.,0.5,Peso Meio-Médio
Travis Davis,10,10,0,182.88,83.91452,182.88,,,,,,,,,,,United States,Ronin Training Center,10-10-0.,0.5,Peso Médio
Geje Eustaquio,14,14,0,165.1,56.699,165.1,,,,,,,,,,,Philippines,Lakay MMA,14-14-0.,0.5,Peso Mosca
Brandon Hastings,6,6,0,0.0,65.77083999999999,0.0,,,,,,,,,,,United States,White Tiger Martial Arts,6-6-0.,0.5,Peso Leve
Gregory Babene,20,20,0,182.88,83.91452,182.88,,,,,,,,,,,France,Atch Academy,20-20-0.,0.5,Peso Médio
Aysia Cortez,0,0,0,162.56,56.699,162.56,,,,,,,,,,,United States,Cortez Martial Arts,0-0-0.,0.0,Peso Mosca
Thiago Meller,21,21,0,177.8,70.30676,177.8,,,,,,,,,,,Brazil,Minu Fight Team,21-21-0.,0.5,Peso Leve
John Bryant,7,7,0,187.96,83.91452,187.96,,,,,,,,,,,United States,,7-7-0.,0.5,Peso Médio
Craig Plaskett,4,4,0,180.34,77.11064,180.34,,,,,,,,,,,United States,Team Hayastan,4-4-0.,0.5,Peso Meio-Médio
Jerrid Burke,5,5,0,182.88,70.30676,182.88,,,,,,,,,,,United States,Hardcore Gym,5-5-0.,0.5,Peso Leve
Mike Mangan,0,0,0,0.0,70.30676,0.0,,,,,,,,,,,United States,Team Thunder MMA,0-0-0.,0.0,Peso Leve
Billy Horne,18,18,0,185.42,83.91452,185.42,,,,,,,,,,,United States,Cincinnati Gracie Jiu-Jitsu Academy,18-18-0.,0.5,Peso Médio
Jimmy Lugo,1,1,0,0.0,0.0,0.0,,,,,,,,,,,United States,,1-1-0.,0.5,Peso Palha
Ryan Sturdy,13,13,0,177.8,84.368112,177.8,,,,,,,,,,,United States,Team Curran,13-13-0.,0.5,Peso Meio-Pesado
Chip Moraza-Pollard,10,10,0,177.8,77.11064,177.8,,,,,,,,,,,United States,Cape Cod Fighting Alliance,10-10-0.,0.5,Peso Meio-Médio
Holly Lawson,0,0,0,0.0,68.945984,0.0,,,,,,,,,,,Canada,,0-0-0.,0.0,Peso Leve
Sor Sey,4,4,0,0.0,65.77083999999999,0.0,,,,,,,,,,,Cambodia,Cambodian Top Team,4-4-0.,0.5,Peso Leve
Alexandr Shabliy,20,20,0,175.26,70.30676,175.26,,,,,,,,,,,Russia,Peresvet FT,20-20-0.,0.5,Peso Leve
Junior dos Santos,21,21,0,193.04,112.037224,193.04,,,,,,,,,,,Brazil,Champion Team,21-21-0.,0.5,Peso Pesado
Nimajab Wurigenbayaer,4,4,0,0.0,83.91452,0.0,,,,,,,,,,,Mongolia,,4-4-0.,0.5,Peso Médio
Taylor Turner,4,4,0,177.8,56.699,177.8,,,,,,,,,,,United States,,4-4-0.,0.5,Peso Mosca
Timothy Teves,5,5,0,182.88,65.77083999999999,182.88,,,,,,,,,,,United States,,5-5-0.,0.5,Peso Leve
Keri Melendez,5,5,0,167.64000000000001,52.16308,167.64000000000001,,,,,,,,,,,United States,Skrap Pack,5-5-0.,0.5,Peso Mosca
Katharina Lehner,7,7,0,167.64000000000001,65.77083999999999,167.64000000000001,,,,,,,,,,,Germany,Combat Club Cologne,7-7-0.,0.5,Peso Leve
Jujeath Nagaowa,4,4,0,152.4,47.627159999999996,152.4,,,,,,,,,,,Philippines,Way of the Champion Martial Arts,4-4-0.,0.5,Peso Palha
Bryan Goldsby,17,17,0,175.26,60.781328,175.26,,,,,,,,,,,United States,Team Jorge Gurgel,17-17-0.,0.5,Peso Galo
Gunther Kalunda,6,6,0,182.88,77.11064,182.88,,,,,,,,,,,"Congo, The Democratic Republic of the",Tapout Academy,6-6-0.,0.5,Peso Meio-Médio
Michael Wilcox,6,6,0,182.88,83.91452,182.88,,,,,,,,,,,United States,Renzo Gracie Philly,6-6-0.,0.5,Peso Médio
Dan Konecke,8,8,0,185.42,92.98636,185.42,,,,,,,,,,,England,Ludus Magnus,8-8-0.,0.5,Peso Meio-Pesado
Grachik Bozinyan,11,11,0,182.88,83.91452,182.88,,,,,,,,,,,Russia,Legion Fight Team,11-11-0.,0.5,Peso Médio
Artur Pronin,17,17,0,182.88,83.91452,182.88,,,,,,,,,,,Russia,R.O.D.,17-17-0.,0.5,Peso Médio
Lewis Monarch,10,10,0,177.8,65.77083999999999,177.8,,,,,,,,,,,England,Team Fish Tank,10-10-0.,0.5,Peso Leve
Cole Konrad,9,9,0,195.57999999999998,120.20188,195.57999999999998,,,,,,,,,,,United States,Team Death Clutch,9-9-0.,0.5,Peso Pesado
Jose Vega,9,9,0,167.64000000000001,61.688512,167.64000000000001,,,,,,,,,,,United States,First Blood MMA,9-9-0.,0.5,Peso Pena
Byung Hee Lim,4,4,0,175.26,65.77083999999999,175.26,,,,,,,,,,,South Korea,Extreme Combat,4-4-0.,0.5,Peso Leve
Jacob Landin,0,0,0,0.0,70.30676,0.0,,,,,,,,,,,United States,,0-0-0.,0.0,Peso Leve
Lena Ovchynnikova,12,12,0,167.64000000000001,56.699,167.64000000000001,,,,,,,,,,,Ukraine,Union Gym,12-12-0.,0.5,Peso Mosca
Adam Gustab,5,5,0,0.0,65.77083999999999,0.0,,,,,,,,,,,Poland,Kyoujin MMA,5-5-0.,0.5,Peso Leve
Johnny Eblen,9,9,0,190.5,83.91452,190.5,,,,,,,,,,,United States,American Top Team,9-9-0.,0.5,Peso Médio
Denise Kielholtz,6,6,0,160.02,56.699,160.02,,,,,,,,,,,Netherlands,Sports Academy Schreiber,6-6-0.,0.5,Peso Mosca
Joe Elmore,13,13,0,172.72,65.77083999999999,172.72,,,,,,,,,,,United States,Hard Knox MMA,13-13-0.,0.5,Peso Leve
Itzik Yakobov,0,0,0,172.72,56.699,172.72,,,,,,,,,,,Israel,,0-0-0.,0.0,Peso Mosca
Chris Simmons,7,7,0,0.0,70.30676,0.0,,,,,,,,,,,United States,Strike Zone MMA,7-7-0.,0.5,Peso Leve
Pierry Pierre,3,3,0,182.88,83.91452,182.88,,,,,,,,,,,United States,Cape Cod Fighting Alliance,3-3-0.,0.5,Peso Médio
Virgil Lozano,7,7,0,180.34,77.11064,180.34,,,,,,,,,,,Mexico,Pitbull Gym,7-7-0.,0.5,Peso Meio-Médio
